h_geoid,wm_overall,wm_1_2,wm_3,obs_overall,obs_1_2,obs_3
24031705300,8.533,10.42,7.472,710.183,255.65,454.533
24031705400,8.877,10.252,8.334,900.85,255.317,645.533
24031705501,8.652,9.287,8.36,762.817,240.567,522.25
24031705502,8.881,10.809,8.218,1071.5,274.05,797.45
24031705601,7.847,9.275,7.34,1071.033,280.35,790.683
24031705602,7.592,8.479,7.21,1301.4,391.367,910.033
24031705701,8.554,9.456,8.238,1317.683,341.917,975.767
24031705702,8.077,9.664,7.512,1267.717,332.683,935.033
24031705800,8.863,10.371,8.423,1632.35,368.517,1263.833
24031705901,11.274,12.329,10.895,1007.383,266.233,741.15
24031705902,9.783,11.463,9.157,1108.683,300.75,807.933
24031705903,9.563,11.155,9.046,1170.7,286.967,883.733
24031706005,12.648,12.809,12.578,880.833,265.25,615.583
24031706007,14.652,15.595,14.337,1329.233,333.483,995.75
24031706008,12.229,12.789,12.041,1188.3,298.967,889.333
24031706009,11.836,12.794,11.471,1141.017,314.467,826.55
24031706010,12.894,12.751,12.963,737.5,240.45,497.05
24031706011,13.44,14.781,12.985,1112.3,281.533,830.767
24031706012,13.257,14.751,12.266,791.5,315.667,475.833
24031706013,11.653,12.806,11.079,791.5,262.95,528.55
24033800102,21.058,21.269,20.936,534.017,194.85,339.167
24033800103,21.38,20.918,21.809,438.85,211.383,227.467
24033800105,19.463,20.14,19.089,702.217,249.917,452.3
24033800106,18.747,19.505,18.323,676.017,242.217,433.8
24033800108,20.049,20.762,19.593,728.367,284.167,444.2
24033800109,22.172,23.414,21.232,612.85,264.167,348.683
24033800203,21.252,23.321,20.191,662.933,224.65,438.283
24033800206,19.713,20.572,19.187,839.667,318.65,521.017
24033800208,19.343,20.938,18.523,1328.133,451.167,876.967
24033800209,20.419,20.088,20.764,740.55,378.117,362.433
24033800210,19.002,19.301,18.739,660.55,309.45,351.1
24033800211,21.013,22.04,20.287,604.2,250.15,354.05
24033800212,18.751,19.903,18.146,738.617,254.333,484.283
24033800213,19.735,21.975,18.693,920.367,292.35,628.017
24033800214,19.459,19.863,19.172,593.8,246.233,347.567
24033800215,18.881,19.227,18.689,619.333,221.483,397.85
24033800401,23.154,24.503,22.552,588.017,181.6,406.417
24033800402,21.707,23.87,20.772,924.917,279.133,645.783
24033800403,21.661,23.817,20.837,813.4,225.05,588.35
24033800408,16.418,16.962,16.158,1578.517,510.85,1067.667
24033800409,19.393,21.576,18.461,1358.283,406.467,951.817
24033800410,20.809,23.105,19.723,1136.267,364.85,771.417
24033800411,17.707,18.19,17.439,941.4,336.033,605.367
24033800412,14.637,14.229,15,1002.95,472.333,530.617
24033800413,15.559,15.197,15.931,1027.65,520.35,507.3
24033800504,23.518,24.947,22.862,856.733,269.567,587.167
24033800505,22.332,23.958,21.512,623.8,209.267,414.533
24033800507,21.972,23.452,21.367,787.35,228.4,558.95
24033800509,17.159,18.35,16.718,2167.867,585.967,1581.9
24033800511,20.517,21.647,19.992,1125.367,356.95,768.417
24033800513,19.907,21.133,19.354,1255.583,390.133,865.45
24033800514,17.636,19.524,16.887,1159.5,329.25,830.25
24033800515,20.495,22.207,19.794,975.517,283.3,692.217
24033800516,20.607,22.568,19.773,973.383,290.233,683.15
24033800517,17.393,18.72,16.835,1338.8,396.167,942.633
24033800518,17.914,18.952,17.479,852.9,251.933,600.967
24033800519,21.215,23.528,20.316,1013.817,283.583,730.233
24033800520,20.225,21.272,19.813,744.133,210.05,534.083
24033800601,21.759,21.75,21.764,556.617,203.767,352.85
24033800604,21.494,22.066,21.194,615.4,211.317,404.083
24033800605,20.146,20.95,19.805,1154.483,343.883,810.6
24033800606,18.109,19.625,17.541,1467.033,399.75,1067.283
24033800607,17.298,19.003,16.59,1517.05,445.417,1071.633
24033800608,19.127,20.997,18.518,974.933,239.267,735.667
24033800701,15.622,17.604,14.868,1551.283,427.683,1123.6
24033800704,20.084,21.749,19.329,1441.717,450.083,991.633
24033800705,20.793,23.287,19.649,1261.517,396.55,864.967
24033800706,17.385,18.981,16.637,1163.9,371.783,792.117
24033800707,18.499,20.088,17.712,926.55,306.917,619.633
24033800800,25.716,26.756,25.111,853.95,313.983,539.967
24033800900,30.004,30.771,29.401,519.65,228.833,290.817
24033801003,20.956,22.27,20.295,1038.133,347.617,690.517
24033801004,18.992,20.715,18.129,1188.633,396.717,791.917
24033801005,17.998,19.336,17.4,1223.767,378.35,845.417
24033801006,18.726,19.958,18.062,1177.517,412.517,765
24033801104,20.713,19.869,21.719,533.217,289.917,243.3
24033801207,16.953,18.099,16.363,1377.05,467.483,909.567
24033801208,15.992,16.585,15.695,1277.417,426.617,850.8
24033801209,16.034,16.916,15.545,1419.167,506.033,913.133
24033801210,14.495,16.038,13.53,1337.767,514.783,822.983
24033801211,14.237,15.386,13.574,1100.317,402.967,697.35
24033801212,13.854,14.045,13.711,1074.317,461.617,612.7
24033801213,13.491,14.096,13.078,1310.35,531.717,778.633
24033801214,16.323,17.656,15.48,1144.9,443.75,701.15
24033801215,16.99,18.327,16.241,925.767,332.5,593.267
24033801216,15.559,16.396,15.034,1135.283,437.9,697.383
24033801217,15.409,16.464,14.827,1134.233,403.317,730.917
24033801302,16.387,17.229,15.923,927.117,329.25,597.867
24033801305,12.586,13.332,12.152,1779.3,654.85,1124.45
24033801307,12.914,13.255,12.718,1235.267,451.9,783.367
24033801308,14.56,14.717,14.467,1278.933,473.2,805.733
24033801309,14.111,14.752,13.808,1209.183,387.833,821.35
24033801310,17.752,18.786,17.293,1913.6,587.75,1325.85
24033801311,16.04,17.216,15.52,1752.833,537.383,1215.45
24033801312,14.866,15.839,14.278,1215.683,458.067,757.617
24033801313,13.711,13.971,13.546,1079.85,420.433,659.417
24033801404,10.755,10.999,10.554,1567.8,706.8,861
24033801405,10.842,11.153,10.502,1340.717,700.667,640.05
24033801406,11.389,11.751,11.126,1246.767,524.15,722.617
24033801407,12.177,12.668,11.843,1956.45,790.85,1165.6
24033801408,11.511,11.759,11.336,1210.117,500.65,709.467
24033801409,11.3,11.361,11.252,1027.383,449.917,577.467
24033801410,12.033,13.012,11.4,1243.883,488.083,755.8
24033801411,11.459,11.617,11.358,1188.483,461.7,726.783
24033801500,9.108,9.555,8.646,1012.833,514.983,497.85
24033801600,8.8,8.722,8.921,1034.433,627.083,407.35
24033801701,11.153,11.93,10.507,1339.833,608.45,731.383
24033801702,10.774,11.279,10.265,1235.95,620.833,615.117
24033801704,8.828,9.274,8.311,1708.867,917.217,791.65
24033801706,9.94,10.329,9.537,783.45,398.733,384.717
24033801707,9.541,9.895,9.07,1650.45,942.467,707.983
24033801708,10.325,10.763,9.847,1170.75,610.483,560.267
24033801801,10.268,10.298,10.231,812.517,443.533,368.983
24033801802,9.716,10.509,8.887,1270.067,649.033,621.033
24033801804,9.363,9.965,8.847,808.45,373.1,435.35
24033801805,8.818,8.928,8.683,1080.583,594.65,485.933
24033801807,8.297,8.648,7.93,1597.617,816.167,781.45
24033801808,9.398,10.188,8.536,1240.717,647.133,593.583
24033801901,12.154,13.937,10.945,1513.5,611.433,902.067
24033801904,13.407,14.135,12.72,1064.567,516.6,547.967
24033801905,11.6,13.539,10.465,1592.817,588,1004.817
24033801906,13.547,13.994,13.045,807.733,427.167,380.567
24033801907,10.94,11.503,10.392,1115.783,550.383,565.4
24033801908,9.562,9.566,9.556,1242.4,674.5,567.9
24033802001,10.759,11.008,10.47,1651.367,885.883,765.483
24033802002,10.89,12.038,10.01,1250,542.367,707.633
24033802103,12.015,13.048,11.246,1093.833,466.7,627.133
24033802104,13.617,14.366,12.785,800.1,420.983,379.117
24033802106,13.071,13.755,12.294,1248.133,664.233,583.9
24033802107,11.868,12.397,11.262,1244.117,664.017,580.1
24033802201,14.588,15.253,14.133,616.933,250.8,366.133
24033802203,12.913,13.769,12.096,1260.75,615.383,645.367
24033802204,12.374,13.322,11.757,1738.15,684.567,1053.583
24033802301,11.578,12.495,10.77,1161.083,543.867,617.217
24033802404,11.171,11.176,11.165,1187.45,622.1,565.35
24033802405,10.277,10.861,9.713,1383.733,679.617,704.117
24033802406,11.346,11.732,10.836,916.65,521.45,395.2
24033802407,10.604,11.224,10.064,1189.483,553.667,635.817
24033802408,9.979,10.485,9.455,833.567,424.333,409.233
24033802501,9.84,10.141,9.492,1270.433,680.467,589.967
24033802502,9.483,9.794,9.166,862.017,434.883,427.133
24033802600,9.642,9.551,9.762,1028.45,586.8,441.65
24033802700,10.033,10.124,9.933,894.267,469.6,424.667
24033802803,11.07,11.699,10.489,1439.717,691.167,748.55
24033802804,11.951,12.626,11.387,1490.3,678.7,811.6
24033802805,12.005,12.728,11.316,1308.6,638.2,670.4
24033802901,11.058,11.13,10.977,1082.583,572.45,510.133
24033803001,10.212,10.684,9.71,1003.95,516.683,487.267
24033803002,11.169,11.981,10.442,874.283,412.9,461.383
24033803100,9.994,10.055,9.921,894.4,486.7,407.7
24033803200,11.314,11.231,11.433,898.917,527.883,371.033
24033803300,11.493,12.121,10.855,1201.9,605.767,596.133
24033803401,13.076,12.536,13.823,501.583,291.15,210.433
24033803402,12.579,12.687,12.458,1162.467,617.767,544.7
24033803508,14.121,14.297,13.949,1000.633,495.2,505.433
24033803509,12.207,11.542,13.352,848.433,536.633,311.8
24033803512,14.466,15.365,13.983,1685.65,589.433,1096.217
24033803513,14.457,14.923,14.217,1419.7,482.117,937.583
24033803514,13.995,16.042,13.119,1449.317,434.417,1014.9
24033803516,15.965,17.743,15.161,1296.5,403.85,892.65
24033803519,12.361,13.784,11.448,1510.75,589.983,920.767
24033803520,15.848,17.63,15.015,1138.5,362.583,775.917
24033803521,14.987,16.193,14.4,1162.817,380.4,782.417
24033803522,15.158,15.897,14.801,1131.517,368.583,762.933
24033803523,15.441,16.136,15.141,1071.067,323.2,747.867
24033803524,11.606,12.232,11.107,1093.633,484.933,608.7
24033803525,13.273,13.204,13.332,788.367,364.883,423.483
24033803526,15.786,16.455,15.441,1055.317,358.483,696.833
24033803527,14.897,15.294,14.685,944.5,328.533,615.967
24033803601,13.903,13.427,14.203,937.533,363.083,574.45
24033803602,13.797,13.79,13.806,584.183,320.1,264.083
24033803605,13.274,14.018,12.549,1388.067,684.35,703.717
24033803606,14.137,13.839,14.383,1105.2,500.517,604.683
24033803607,15.498,15.768,15.3,865.167,365.917,499.25
24033803608,15.222,15.606,14.912,1171.167,522.133,649.033
24033803610,13.517,13.623,13.399,858.1,453.033,405.067
24033803612,12.492,12.639,12.309,995.65,552.383,443.267
24033803613,11.923,11.716,12.215,1331.533,780.467,551.067
24033803700,12.31,12.394,12.214,691.483,369.433,322.05
24033803801,10.97,11.211,10.675,757.183,416.633,340.55
24033803803,12.09,12.109,12.065,1267.717,717.017,550.7
24033803900,11.953,12.07,11.776,787.95,472.767,315.183
24033804001,11.23,11.231,11.229,1195.333,716.333,479
24033804002,10.087,9.791,10.501,938.483,547.15,391.333
24033804101,10.354,10.657,10.034,1060.967,544.567,516.4
24033804102,10.528,10.976,9.993,1461.55,795.25,666.3
24033804200,9.586,11.328,8.627,1076.217,381.8,694.417
24033804300,9.713,9.449,10.15,909.867,567.9,341.967
24033804400,9.187,9.162,9.224,889.583,529.683,359.9
24033804600,9.207,9.657,8.545,998.4,594.117,404.283
24033804700,8.65,9.644,7.631,1204.017,609.4,594.617
24033804801,7.817,7.75,7.899,948.333,524.417,423.917
24033804802,8.825,8.228,10.073,889.85,601.967,287.883
24033804900,8.038,8.42,7.552,1141.65,639.117,502.533
24033805000,8.44,8.771,8,1526.767,871.317,655.45
24033805101,8.954,8.639,9.657,1025.367,707.85,317.517
24033805201,8.058,7.642,8.992,1116.3,772.033,344.267
24033805202,7.798,7.196,9.252,1212.417,857.617,354.8
24033805500,10.175,10.419,9.83,787.067,460.25,326.817
24033805601,14.454,13.899,15.793,613.95,434.2,179.75
24033805602,13.464,13.327,13.765,532.433,365.55,166.883
24033805700,10.786,10.695,10.949,1018.483,652.8,365.683
24033805801,10.014,9.739,10.473,966.417,604.45,361.967
24033805802,9.093,9.305,8.731,912.683,575.4,337.283
24033805904,11.4,11.849,10.874,753.5,406.667,346.833
24033805906,11.622,11.26,12.19,715.85,437,278.85
24033805907,11.161,10.94,11.583,818.833,538.217,280.617
24033805908,9.499,9.349,9.755,776.2,490.55,285.65
24033805909,9.687,9.807,9.527,1088.35,624.117,464.233
24033806000,8.617,8.638,8.585,1361.083,807.317,553.767
24033806100,9.747,10.626,8.798,1311.967,681.067,630.9
24033806200,9.639,10.162,9.153,1204.217,579.617,624.6
24033806300,10.297,11.368,9.182,696.617,355.333,341.283
24033806400,10.744,12.225,9.92,872.45,311.65,560.8
24033806501,11.473,11.463,11.487,946.767,538.083,408.683
24033806601,12.78,13.248,12.052,795.133,484.05,311.083
24033806602,12.071,12.368,11.679,1023.1,581.367,441.733
24033806706,13.071,13.693,12.547,977.017,446.533,530.483
24033806708,15.007,16.309,14.322,912.9,314.733,598.167
24033806710,13.672,14.236,13.357,1241.233,445.15,796.083
24033806711,15.059,15.68,14.583,992.933,430.917,562.017
24033806712,14.823,15.223,14.581,873.9,328.733,545.167
24033806713,13.38,13.314,13.483,811.85,493.517,318.333
24033806714,13.074,12.565,14.034,799.983,522.6,277.383
24033806800,13.085,14.112,12.356,814.15,338,476.15
24033806900,13.606,14.372,12.893,893.95,430.8,463.15
24033807000,13.77,14.505,13.069,793.15,387.35,405.8
24033807102,12.29,13.169,11.596,726.717,320.55,406.167
24033807200,18.471,18.963,17.801,766.283,441.65,324.633
24033807301,12.78,13.672,11.921,703.533,345.083,358.45
24033807304,13.305,12.955,13.619,531.167,251.517,279.65
24033807305,11.811,11.811,11.811,816.9,434.7,382.2
24033807404,15.831,15.816,15.842,872.383,365.2,507.183
24033807405,14.812,15.319,14.493,997.667,385.217,612.45
24033807407,16.145,16.384,15.989,1053.567,416.6,636.967
24033807408,16.579,17.666,15.983,1021.183,361.4,659.783
24033807409,14.605,14.211,14.994,769.233,382.3,386.933
24033807410,14.538,14.358,14.696,779.75,365.05,414.7
51013100100,9.486,11.235,8.946,1153.467,272.1,881.367
51013100200,8.636,10.559,8.038,1329.033,315.45,1013.583
51013100300,8.02,9.916,7.472,1213.783,272.133,941.65
51013100400,7.025,8.962,6.387,927.2,229.833,697.367
51013100500,7.167,8.375,6.818,1158.667,259.333,899.333
51013100600,7.729,9.732,6.742,855.033,282.067,572.967
51013100700,7.708,9.853,7.013,1301.267,318.35,982.917
51013100800,9.305,9.08,9.466,506.133,211.7,294.433
51013100900,8.522,9.385,8.227,1004.05,255.533,748.517
51013101000,9.186,11.061,8.43,863.567,248.283,615.283
51013101100,9.084,10.959,8.568,1380.267,298.083,1082.183
51013101200,9.462,11.152,8.74,871.6,261,610.6
51013101300,8.062,10.303,7.496,1522.617,307,1215.617
51013101401,8.18,9.563,7.534,621.483,197.917,423.567
51013101402,7.31,8.606,6.896,1077.15,261.05,816.1
51013101403,7.092,8.933,6.579,1606.367,349.783,1256.583
51013101404,6.854,8.513,6.419,1194.45,248.367,946.083
51013101500,5.757,6.615,5.5,2151.617,495.383,1656.233
51013101601,5.505,6.315,5.066,686.833,241.367,445.467
51013101602,5.85,6.858,5.334,796.783,269.65,527.133
51013101603,4.815,5.382,4.599,1367.717,377.267,990.45
51013101701,5.52,7.208,4.911,1286.4,340.783,945.617
51013101702,4.865,5.423,4.574,1564,536.317,1027.683
51013101703,5.54,5.763,5.417,926.317,330.5,595.817
51013101801,6.272,8.569,5.66,1099.483,231.217,868.267
51013101802,5.331,6.539,4.998,2005.6,433.15,1572.45
51013101803,6.326,7.519,5.856,1403.05,396.85,1006.2
51013101900,6.811,8.442,6.3,963.5,230.017,733.483
51013102001,7.733,8.761,7.101,680.683,259.183,421.5
51013102002,7.703,8.406,7.225,570.067,230.617,339.45
51013102003,8.477,9.181,7.993,842.883,343.9,498.983
51013102100,9.406,10.555,8.812,619.3,210.983,408.317
51013102200,9.275,9.3,9.248,1146.933,600.8,546.133
51013102301,8.629,9.83,8.012,532.533,180.85,351.683
51013102302,8.247,9.011,7.845,914.317,315.233,599.083
51013102400,7.183,7.393,7.077,985.717,331.817,653.9
51013102500,6.487,7.211,6.172,1321.85,401.267,920.583
51013102600,8.318,8.146,8.463,859.883,393.983,465.9
51013102701,8.711,8.294,9.332,783.583,468.883,314.7
51013102702,8.333,9.192,7.841,629.367,229.1,400.267
51013102801,8.513,9.084,8.219,1444.067,491.567,952.5
51013102802,9.195,10.327,8.587,493.717,172.367,321.35
51013102901,8.424,10.21,7.832,976.683,242.817,733.867
51013102902,8.204,9.278,7.847,1290.5,321.7,968.8
51013103000,8.689,10.706,8.195,1039.667,204.467,835.2
51013103100,7.633,7.952,7.445,1222.167,454.283,767.883
51013103200,6.912,7.471,6.654,1523.05,482.217,1040.833
51013103300,7.008,7.466,6.685,786.733,325.55,461.183
51013103401,9.41,8.779,10.11,278.967,146.767,132.2
51013103402,5.954,7.871,5.393,1613.967,365.483,1248.483
51013103501,5.675,6.649,5.323,1358.633,361.067,997.567
51013103502,6.324,8.083,5.744,1122.233,278.4,843.833
51013103503,5.973,7.324,5.46,1365.25,375.4,989.85
51013103601,6.85,7.709,6.488,905.15,268.667,636.483
51013103602,6.896,7.667,6.464,646.1,231.95,414.15
51013103700,7.591,9.598,6.904,781.717,199.267,582.45
51013103800,7.286,8.147,6.906,1295.033,396.917,898.117
51013980100,8.135,8.728,7.382,198.917,111.25,87.667
51013980200,9.009,9.01,9.006,207.517,128.667,78.85
51043010100,43.827,43.592,44.041,734.6,350.15,384.45
51043010200,51.852,51.482,52.334,450.783,255.2,195.583
51043010300,47.238,47.484,46.958,483.6,257.35,226.25
51047930101,61.165,61.894,60.886,193.483,53.417,140.067
51047930102,55.553,56.668,55.148,329.417,87.883,241.533
51047930201,64.643,65.763,64.204,261.383,73.6,187.783
51047930202,65.774,65.679,65.806,246.617,62.05,184.567
51047930300,60.645,61.718,60.19,265.083,78.9,186.183
51047930400,55.867,56.579,55.57,216.65,63.7,152.95
51047930501,68.89,70.874,68.076,222.017,64.6,157.417
51047930502,63.749,65.038,63.149,222.567,70.667,151.9
51059415100,12.032,12.861,11.672,723.25,219.1,504.15
51059415200,11.1,11.99,10.769,841.667,228.5,613.167
51059415300,13.042,13.957,12.542,786.967,277.683,509.283
51059415401,13.727,14.014,13.537,849.283,338.217,511.067
51059415402,13.772,15.164,13.081,599.583,198.75,400.833
51059415500,14.517,15.616,14.063,926.3,270.5,655.8
51059415600,13.469,13.927,13.287,605.967,172.05,433.917
51059415700,15.534,16.775,15.094,731.067,191.45,539.617
51059415800,15.073,16.699,14.651,827.9,170.4,657.5
51059415900,16.311,16.849,16.088,610.1,178.7,431.4
51059416000,16.374,16.241,16.452,743.917,273.333,470.583
51059416100,16.865,16.938,16.832,689.083,215.2,473.883
51059416200,22.364,21.134,23.837,404.15,220.217,183.933
51059416300,22.22,21.737,22.491,373.25,134,239.25
51059420100,14.474,14.993,14.09,695.467,296.2,399.267
51059420201,13.016,13.663,12.718,796.483,251.283,545.2
51059420202,12.526,13.48,12.071,577.767,186.6,391.167
51059420203,12.424,13,12.162,559.85,175.317,384.533
51059420300,11.683,12.584,11.298,1018.967,304.617,714.35
51059420400,10.121,11.337,9.62,945.05,276.183,668.867
51059420501,11.002,11.621,10.727,481.4,147.867,333.533
51059420502,10.741,11.314,10.439,574.15,198.333,375.817
51059420503,10.691,10.853,10.601,836.15,299.367,536.783
51059420600,11.308,12.062,10.864,945.883,350.65,595.233
51059420700,12.14,12.345,12.041,743.883,243.067,500.817
51059420800,12.326,12.825,12.037,669.133,245.417,423.717
51059421001,14.62,15.277,14.254,589.017,210.933,378.083
51059421002,15.49,15.894,15.258,809.967,295.8,514.167
51059421101,15.775,17.195,15.158,1029.8,311.983,717.817
51059421102,14.873,15.941,14.402,650.883,199.3,451.583
51059421103,16.364,17.124,16.045,900.5,266.45,634.05
51059421200,15.769,17.643,14.837,446.433,148.233,298.2
51059421300,13.928,14.473,13.715,828.533,232.95,595.583
51059421400,13.525,13.37,13.656,948.2,433.367,514.833
51059421500,14.926,14.893,14.957,869.717,420.95,448.767
51059421600,15.614,15.276,15.977,824.833,427.633,397.2
51059421701,16.038,15.87,16.176,608.267,273.767,334.5
51059421702,15.974,15.527,16.272,611.2,244.967,366.233
51059421800,16.725,16.941,16.586,800.917,313.8,487.117
51059421900,18.966,18.293,19.685,324.75,167.667,157.083
51059422000,18.478,18.602,18.4,563.517,217.833,345.683
51059422101,19.393,19.778,19.17,842.733,309,533.733
51059422102,20.845,21.44,20.466,813.433,316.667,496.767
51059422201,20.325,20.903,19.976,558.1,210.517,347.583
51059422202,21.612,22.358,21.213,741.367,258.65,482.717
51059422301,13.233,14.174,12.817,634.667,194.5,440.167
51059422302,13.6,14.821,13.063,1031.083,314.617,716.467
51059422401,14.041,14.589,13.788,593.783,187.783,406
51059422402,14.063,14.958,13.727,931.133,254.35,676.783
51059422403,13.494,13.922,13.319,593.583,172.333,421.25
51059430101,19.664,20.479,19.333,601.667,173.883,427.783
51059430102,18.79,18.736,18.815,469.05,150.85,318.2
51059430201,18.583,18.948,18.433,571.433,167.283,404.15
51059430202,18.115,18.933,17.753,659.367,201.917,457.45
51059430203,18.507,19.009,18.259,403.517,133.683,269.833
51059430400,15.73,16.352,15.459,846.567,256.883,589.683
51059430500,15.332,16.072,14.911,356.283,129.283,227
51059430600,15.377,15.193,15.509,724.083,301.95,422.133
51059430700,15.559,15.219,15.758,425.483,157.45,268.033
51059430801,16.517,16.772,16.424,633.983,169.45,464.533
51059430802,16.182,16.424,16.089,591.017,165.333,425.683
51059430901,16.992,16.792,17.084,652.6,203.8,448.8
51059430902,17.78,18.19,17.557,535.233,188.65,346.583
51059431001,18.746,18.318,18.975,672.133,233.9,438.233
51059431002,17.526,17.904,17.305,428.283,157.983,270.3
51059431300,18.245,18.899,17.977,651.567,189.783,461.783
51059431400,17.513,17.996,17.304,679.05,205.333,473.717
51059431500,16.977,17.753,16.728,752.65,183.05,569.6
51059431600,16.411,15.941,16.658,849.8,292.95,556.85
51059431801,18.367,19.058,17.994,601.817,210.817,391
51059431802,17.782,18.11,17.615,515.35,174.033,341.317
51059431900,16.846,18.543,16.204,562.283,154.317,407.967
51059432000,19.953,20.473,19.727,533.75,161.65,372.1
51059432100,19.762,20.021,19.64,552.883,177.017,375.867
51059432201,18.879,18.653,18.972,388,114.167,273.833
51059432202,18.496,18.879,18.325,625.867,193.9,431.967
51059432300,18.894,19.412,18.664,716.483,220.017,496.467
51059432401,19.274,20.043,18.936,534.55,163.15,371.4
51059432402,18.836,19.809,18.461,701.833,195.333,506.5
51059432500,18.603,20.028,18.075,726.45,196.233,530.217
51059432600,18.378,19.137,18.09,704.367,193.95,510.417
51059432701,17.94,19.191,17.353,524.833,167.517,357.317
51059432702,18.753,18.693,18.784,639.317,217.433,421.883
51059432800,17.777,18.007,17.66,418.35,141.367,276.983
51059440100,15.179,16.5,14.723,904.933,232.367,672.567
51059440201,13.288,13.82,12.986,419.433,152.083,267.35
51059440202,14.31,14.423,14.257,785.85,250.833,535.017
51059440300,14.224,14.999,13.904,441.683,129.117,312.567
51059440501,16.924,17.955,16.551,606.317,161.033,445.283
51059440502,20.076,20.991,19.64,547.833,177.1,370.733
51059440600,19.486,19.686,19.381,404.217,138.583,265.633
51059440701,15.855,16.573,15.555,469.05,138.183,330.867
51059440702,15.793,16.329,15.606,763.117,198,565.117
51059440800,15.308,16.419,14.953,731.8,176.983,554.817
51059450100,12.428,13.286,11.972,926.717,321.467,605.25
51059450200,12.703,13.273,12.291,676.583,284.217,392.367
51059450300,11.127,12.121,10.49,874.133,341.65,532.483
51059450400,11.386,12.769,10.674,595.517,202.517,393
51059450500,12.416,12.761,12.129,584.517,265.717,318.8
51059450601,12.501,12.839,12.312,769.567,275.267,494.3
51059450602,12.874,13.231,12.631,730.833,295.833,435
51059450701,14.109,15.113,13.492,612.183,233.117,379.067
51059450702,14.569,14.562,14.574,576.083,273.417,302.667
51059450800,13.354,14.199,12.734,652.45,276.083,376.367
51059450900,12.337,13.77,11.433,517.283,199.95,317.333
51059451000,12.616,13.64,12.122,606.217,197.05,409.167
51059451100,11.483,12.353,10.997,622.117,222.983,399.133
51059451200,11.32,13.118,10.491,538.167,169.9,368.267
51059451300,10.586,11.304,10.245,619.3,199.283,420.017
51059451400,10.952,10.991,10.913,543.85,269.5,274.35
51059451501,10.514,10.775,10.291,877.183,405.483,471.7
51059451502,10.185,10.506,9.922,759.35,341.967,417.383
51059451601,11.983,11.896,12.107,596.05,350.45,245.6
51059451602,10.989,11.089,10.906,597.8,271.617,326.183
51059451800,11.485,12.143,11.057,686.6,270.633,415.967
51059451900,11.804,12.665,11.255,1061.083,413,648.083
51059452000,12.541,13.091,12.142,643.083,270.867,372.217
51059452101,13.217,13.913,12.807,824.267,305.35,518.917
51059452102,14.322,14.38,14.276,562.517,251.133,311.383
51059452200,14.742,15.262,14.275,825.983,391,434.983
51059452301,15.782,16.055,15.5,590.967,300.633,290.333
51059452302,15.868,15.657,16.122,623.7,340.883,282.817
51059452400,14.849,15.312,14.572,951,356.983,594.017
51059452501,13.55,14.11,13.174,700.3,280.933,419.367
51059452502,13.169,12.964,13.429,780,435.783,344.217
51059452600,12.802,13.503,12.411,1165.767,416.733,749.033
51059452700,10.528,11.026,10.067,887.55,426.567,460.983
51059452801,10.331,11.069,9.927,966.217,342.5,623.717
51059452802,10.166,11.043,9.659,639.083,234.217,404.867
51059460100,14.195,14.736,13.975,695.717,200.95,494.767
51059460200,15.058,15.158,15.022,641.383,169.117,472.267
51059460300,14.341,14.616,14.244,534.35,138.367,395.983
51059460400,13.287,13.872,13.108,732.367,171.2,561.167
51059460501,13.245,13.647,13.097,544.1,146.767,397.333
51059460502,12.669,13.831,12.288,1060.817,261.983,798.833
51059460600,12.969,13.418,12.797,672.333,185.85,486.483
51059460701,14.206,14.698,13.947,564.117,194.183,369.933
51059460702,14.361,15.259,14.014,656.75,182.95,473.8
51059460800,14.028,14.5,13.796,541.933,178.167,363.767
51059460900,13.821,14.45,13.595,508.083,134.133,373.95
51059461000,14.627,14.597,14.642,476.4,155.967,320.433
51059461100,15.945,16.815,15.67,995.083,239.267,755.817
51059461201,16.77,17.465,16.589,686.4,141.283,545.117
51059461202,18.672,19.461,18.364,700.25,196.55,503.7
51059461500,14.988,16.17,14.672,1192.7,251.467,941.233
51059461601,14.14,14.529,14.008,1232.067,311.5,920.567
51059461602,12.64,13.823,12.249,989.933,246.333,743.6
51059461700,14.531,14.981,14.338,1005.783,300.517,705.267
51059461801,15.945,16.064,15.873,356.617,134.6,222.017
51059461802,16.794,17.57,16.505,830.517,225.283,605.233
51059461901,15.992,16.254,15.839,605.367,222.733,382.633
51059461902,17.945,18.304,17.576,315.183,159.767,155.417
51059470100,9.822,11.172,9.083,610.9,216.083,394.817
51059470300,8.377,9.503,8.012,787.383,192.467,594.917
51059470400,9.202,10.7,8.684,949.233,244.133,705.1
51059470500,10.029,11.206,9.586,962.783,263.55,699.233
51059470600,11.261,12.098,10.862,630.383,203.267,427.117
51059470700,10.245,11.882,9.654,976.517,259.233,717.283
51059470800,10.875,11.817,10.498,692.583,197.65,494.933
51059470900,9.835,11.624,9.32,1310.1,292.983,1017.117
51059471000,11.059,12.374,10.525,643.333,185.6,457.733
51059471100,11.677,12.353,11.353,1060.233,342.917,717.317
51059471201,12.439,13.467,11.812,577.283,218.667,358.617
51059471202,11.969,13.465,11.328,869.4,261.1,608.3
51059471301,12.454,12.774,12.293,716.917,239.517,477.4
51059471303,12.154,13.108,11.727,833.733,257.817,575.917
51059471304,12.303,13.341,11.723,549.283,196.917,352.367
51059471401,12.459,13.582,11.841,736.017,261.417,474.6
